test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Primeiro teste de carga,00:00:10,global information,1000,334,666,33.4,479.53,1122.81,2686.52,929.79,1430.53,2125.82,2402.3,512.7,0,0,0,0
