test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Primeiro teste de carga,00:00:10,global information,417,227,190,22.7,4399.28,38662.42,71752.74,39682.05,55279.62,68681.73,71696.38,19646.04,0,0,0,0
