test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Primeiro teste de carga,00:00:10,global information,998,604,394,60.4,303.02,13011.7,49704.23,13418.5,15368.19,21970.94,25100.29,5719.91,0,0,0,0
