test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Primeiro teste de carga,00:00:30,global information,300,300,0,10,221.07,340.35,1677.7,230.91,235.78,688.64,1561.6,275.38,0,0,0,0
